ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,7/103,133/11091,0.000231872535068584,0.102719533035383,0.102023915430177,4345/10666/342510/1280/2214/5819/4068,7
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,3/103,42/11091,0.00686768615040553,0.651950345120843,0.647535331497,8542/78989/4481,3
R-HSA-112310,Neurotransmitter release cycle,3/103,51/11091,0.0117322945990945,0.651950345120843,0.647535331497,6580/6539/6616,3
R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,2/103,18/11091,0.0118611876320481,0.651950345120843,0.647535331497,6580/6616,2
R-HSA-446353,Cell-extracellular matrix interactions,2/103,18/11091,0.0118611876320481,0.651950345120843,0.647535331497,87/5829,2
R-HSA-3000480,Scavenging by Class A Receptors,2/103,19/11091,0.0131770339993284,0.651950345120843,0.647535331497,78989/4481,2
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,2/103,19/11091,0.0131770339993284,0.651950345120843,0.647535331497,6580/6539,2
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",2/103,19/11091,0.0131770339993284,0.651950345120843,0.647535331497,6539/6616,2
R-HSA-112316,Neuronal System,9/103,410/11091,0.0138669406010008,0.651950345120843,0.647535331497,2319/2892/3759/3779/24145/6580/6539/84189/6616,9
R-HSA-8849932,Synaptic adhesion-like molecules,2/103,21/11091,0.0159888107957445,0.651950345120843,0.647535331497,2319/2892,2
R-HSA-3296482,Defects in vitamin and cofactor metabolism,2/103,22/11091,0.0174823317006071,0.651950345120843,0.647535331497,166785/5091,2
R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),2/103,23/11091,0.0190326959536678,0.651950345120843,0.647535331497,285440/9227,2
R-HSA-9748784,Drug ADME,4/103,110/11091,0.0191317257033205,0.651950345120843,0.647535331497,1244/3290/4831/6580,4
R-HSA-6783589,Interleukin-6 family signaling,2/103,24/11091,0.0206387405275265,0.653068718121018,0.64864613086512,23529/3570,2
R-HSA-70263,Gluconeogenesis,2/103,26/11091,0.0240132999841449,0.655236100370169,0.650798835582109,5091/54020,2
R-HSA-425407,SLC-mediated transmembrane transport,6/103,249/11091,0.0283334103459696,0.655236100370169,0.650798835582109,6556/6567/6580/6517/55089/6539,6
R-HSA-352230,Amino acid transport across the plasma membrane,2/103,33/11091,0.0374147854488194,0.655236100370169,0.650798835582109,55089/6539,2
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,2/103,35/11091,0.0416634631746528,0.655236100370169,0.650798835582109,8881/1021,2
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",3/103,83/11091,0.0418947254897766,0.655236100370169,0.650798835582109,6556/6580/6539,3
R-HSA-196071,Metabolism of steroid hormones,2/103,36/11091,0.0438527058775322,0.655236100370169,0.650798835582109,3290/51170,2
R-HSA-6794362,Protein-protein interactions at synapses,3/103,86/11091,0.0457546500830296,0.655236100370169,0.650798835582109,2319/2892/84189,3
R-HSA-1660661,Sphingolipid de novo biosynthesis,2/103,37/11091,0.0460839256860849,0.655236100370169,0.650798835582109,91012/25865,2
R-HSA-5083635,Defective B3GALTL causes PpS,2/103,37/11091,0.0460839256860849,0.655236100370169,0.650798835582109,9037/10417,2
R-HSA-9675126,Diseases of mitotic cell cycle,2/103,37/11091,0.0460839256860849,0.655236100370169,0.650798835582109,8881/1021,2
R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,2/103,38/11091,0.0483561709538458,0.655236100370169,0.650798835582109,9037/10417,2
R-HSA-8948216,Collagen chain trimerization,2/103,44/11091,0.0627995962983053,0.655236100370169,0.650798835582109,81578/1280,2
R-HSA-9717189,Sensory perception of taste,2/103,47/11091,0.0705021761788234,0.655236100370169,0.650798835582109,3759/6330,2
R-HSA-73893,DNA Damage Bypass,2/103,48/11091,0.0731352781442062,0.655236100370169,0.650798835582109,8451/7318,2
R-HSA-428157,Sphingolipid metabolism,3/103,106/11091,0.0757040287746257,0.655236100370169,0.650798835582109,91012/25865/25870,3
R-HSA-5668914,Diseases of metabolism,5/103,250/11091,0.0830934526853502,0.655236100370169,0.650798835582109,4143/166785/5091/9037/10417,5
R-HSA-110056,MAPK3 (ERK1) activation,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,3570,1
R-HSA-112311,Neurotransmitter clearance,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,6580,1
R-HSA-168799,Neurotoxicity of clostridium toxins,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,6616,1
R-HSA-194002,Glucocorticoid biosynthesis,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,3290,1
R-HSA-418890,Role of second messengers in netrin-1 signaling,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,9423,1
R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,9423,1
R-HSA-549127,Organic cation transport,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,6580,1
R-HSA-9757110,Prednisone ADME,1/103,10/11091,0.0891163063128634,0.655236100370169,0.650798835582109,3290,1
R-HSA-8848021,Signaling by PTK6,2/103,54/11091,0.0895663911073236,0.655236100370169,0.650798835582109,5829/6725,2
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,2/103,54/11091,0.0895663911073236,0.655236100370169,0.650798835582109,5829/6725,2
R-HSA-446728,Cell junction organization,3/103,115/11091,0.0914028553479776,0.655236100370169,0.650798835582109,87/5819/5829,3
R-HSA-1059683,Interleukin-6 signaling,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,3570,1
R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,55697,1
R-HSA-196780,Biotin transport and metabolism,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,5091,1
R-HSA-5661231,Metallothioneins bind metals,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,4501,1
R-HSA-71288,Creatine metabolism,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,6539,1
R-HSA-75072,mRNA Editing,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,164668,1
R-HSA-879518,Transport of organic anions,1/103,11/11091,0.0975831432815282,0.655236100370169,0.650798835582109,6567,1
R-HSA-3000171,Non-integrin membrane-ECM interactions,2/103,59/11091,0.104003998747019,0.655236100370169,0.650798835582109,87/1280,2
R-HSA-380108,Chemokine receptors bind chemokines,2/103,59/11091,0.104003998747019,0.655236100370169,0.650798835582109,51554/6375,2
R-HSA-2029481,FCGR activation,1/103,12/11091,0.105972036444164,0.655236100370169,0.650798835582109,2214,1
R-HSA-9755088,Ribavirin ADME,1/103,12/11091,0.105972036444164,0.655236100370169,0.650798835582109,4831,1
R-HSA-112315,Transmission across Chemical Synapses,5/103,270/11091,0.106388723005204,0.655236100370169,0.650798835582109,2892/3759/6580/6539/6616,5
R-HSA-2559583,Cellular Senescence,4/103,195/11091,0.107843526207566,0.655236100370169,0.650798835582109,8881/1021/9448/26277,4
R-HSA-1663150,The activation of arylsulfatases,1/103,13/11091,0.114283696363493,0.655236100370169,0.650798835582109,25870,1
R-HSA-174430,Telomere C-strand synthesis initiation,1/103,13/11091,0.114283696363493,0.655236100370169,0.650798835582109,26277,1
R-HSA-2168880,Scavenging of heme from plasma,1/103,13/11091,0.114283696363493,0.655236100370169,0.650798835582109,8542,1
R-HSA-375276,Peptide ligand-binding receptors,4/103,201/11091,0.117001229050953,0.655236100370169,0.650798835582109,51554/5021/347148/6375,4
R-HSA-1268020,Mitochondrial protein import,2/103,65/11091,0.122090890341588,0.655236100370169,0.650798835582109,29090/10452,2
R-HSA-373755,Semaphorin interactions,2/103,65/11091,0.122090890341588,0.655236100370169,0.650798835582109,388/9037,2
R-HSA-156581,Methylation,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,4143,1
R-HSA-166786,Creation of C4 and C2 activators,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,78989,1
R-HSA-2453864,Retinoid cycle disease events,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,9227,1
R-HSA-2474795,Diseases associated with visual transduction,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,9227,1
R-HSA-3296469,Defects in cobalamin (B12) metabolism,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,166785,1
R-HSA-418885,DCC mediated attractive signaling,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,9423,1
R-HSA-428540,Activation of RAC1,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,10298,1
R-HSA-5660526,Response to metal ions,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,4501,1
R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,79370,1
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,5829,1
R-HSA-9675143,Diseases of the neuronal system,1/103,14/11091,0.122518827188061,0.655236100370169,0.650798835582109,9227,1
R-HSA-397014,Muscle contraction,4/103,205/11091,0.123290754702744,0.655236100370169,0.650798835582109,3759/5829/6263/6330,4
R-HSA-5576891,Cardiac conduction,3/103,132/11091,0.124327986357636,0.655236100370169,0.650798835582109,3759/6263/6330,3
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,2/103,67/11091,0.128281734805271,0.655236100370169,0.650798835582109,81578/1280,2
R-HSA-189483,Heme degradation,1/103,15/11091,0.130678126709559,0.655236100370169,0.650798835582109,1244,1
R-HSA-549132,Organic cation/anion/zwitterion transport,1/103,15/11091,0.130678126709559,0.655236100370169,0.650798835582109,6580,1
R-HSA-71336,Pentose phosphate pathway,1/103,15/11091,0.130678126709559,0.655236100370169,0.650798835582109,5226,1
R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,1/103,15/11091,0.130678126709559,0.655236100370169,0.650798835582109,22809,1
R-HSA-975577,N-Glycan antennae elongation,1/103,15/11091,0.130678126709559,0.655236100370169,0.650798835582109,8702,1
R-HSA-3906995,Diseases associated with O-glycosylation of proteins,2/103,69/11091,0.134545252015877,0.655236100370169,0.650798835582109,9037/10417,2
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,2/103,69/11091,0.134545252015877,0.655236100370169,0.650798835582109,3779/6616,2
R-HSA-9013026,RHOB GTPase cycle,2/103,70/11091,0.137702778388771,0.655236100370169,0.650798835582109,2319/388,2
R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,1/103,16/11091,0.138762286419645,0.655236100370169,0.650798835582109,55697,1
R-HSA-418457,cGMP effects,1/103,16/11091,0.138762286419645,0.655236100370169,0.650798835582109,3779,1
R-HSA-844456,The NLRP3 inflammasome,1/103,16/11091,0.138762286419645,0.655236100370169,0.650798835582109,24145,1
R-HSA-8866427,VLDLR internalisation and degradation,1/103,16/11091,0.138762286419645,0.655236100370169,0.650798835582109,10062,1
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,26277,1
R-HSA-180292,GAB1 signalosome,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,5829,1
R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,6616,1
R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,2892,1
R-HSA-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,677,1
R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,23529,1
R-HSA-8934593,Regulation of RUNX1 Expression and Activity,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,1021,1
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,1021,1
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",1/103,17/11091,0.146771991566261,0.655236100370169,0.650798835582109,1021,1
R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,1/103,18/11091,0.15470792120945,0.655236100370169,0.650798835582109,55697,1
R-HSA-181429,Serotonin Neurotransmitter Release Cycle,1/103,18/11091,0.15470792120945,0.655236100370169,0.650798835582109,6616,1
R-HSA-9659379,Sensory processing of sound,2/103,76/11091,0.156972859563509,0.655236100370169,0.650798835582109,3779/6616,2
R-HSA-174414,Processive synthesis on the C-strand of the telomere,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,26277,1
R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,8881,1
R-HSA-176412,Phosphorylation of the APC/C,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,8881,1
R-HSA-416700,Other semaphorin interactions,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,9037,1
R-HSA-5576886,Phase 4 - resting membrane potential,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,3759,1
R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,1/103,19/11091,0.162570748276679,0.655236100370169,0.650798835582109,8881,1
R-HSA-1500931,Cell-Cell communication,3/103,153/11091,0.169902037754834,0.655236100370169,0.650798835582109,87/5819/5829,3
R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,1/103,20/11091,0.170361139617675,0.655236100370169,0.650798835582109,8881,1
R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,1/103,20/11091,0.170361139617675,0.655236100370169,0.650798835582109,8881,1
R-HSA-388844,Receptor-type tyrosine-protein phosphatases,1/103,20/11091,0.170361139617675,0.655236100370169,0.650798835582109,84189,1
R-HSA-5625900,RHO GTPases activate CIT,1/103,20/11091,0.170361139617675,0.655236100370169,0.650798835582109,388,1
R-HSA-5627117,RHO GTPases Activate ROCKs,1/103,20/11091,0.170361139617675,0.655236100370169,0.650798835582109,388,1
R-HSA-189200,Cellular hexose transport,1/103,21/11091,0.178079756058771,0.655236100370169,0.650798835582109,6517,1
R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,1/103,21/11091,0.178079756058771,0.655236100370169,0.650798835582109,388,1
R-HSA-622312,Inflammasomes,1/103,21/11091,0.178079756058771,0.655236100370169,0.650798835582109,24145,1
R-HSA-70326,Glucose metabolism,2/103,84/11091,0.183383899603339,0.655236100370169,0.650798835582109,5091/54020,2
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",1/103,22/11091,0.185727252456779,0.655236100370169,0.650798835582109,166785,1
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,1/103,22/11091,0.185727252456779,0.655236100370169,0.650798835582109,3779,1
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",1/103,22/11091,0.185727252456779,0.655236100370169,0.650798835582109,2892,1
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,1/103,22/11091,0.185727252456779,0.655236100370169,0.650798835582109,10452,1
R-HSA-112409,RAF-independent MAPK1/3 activation,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,3570,1
R-HSA-166663,Initial triggering of complement,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,78989,1
R-HSA-171319,Telomere Extension By Telomerase,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,26277,1
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,8881,1
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,6616,1
R-HSA-373753,Nephrin family interactions,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,87,1
R-HSA-8949215,Mitochondrial calcium ion transport,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,7419,1
R-HSA-9013418,RHOBTB2 GTPase cycle,1/103,23/11091,0.193304277752375,0.655236100370169,0.650798835582109,87,1
R-HSA-9616222,Transcriptional regulation of granulopoiesis,2/103,89/11091,0.200206300154778,0.655236100370169,0.650798835582109,2672/3570,2
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,6616,1
R-HSA-3371571,HSF1-dependent transactivation,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,1410,1
R-HSA-425410,Metal ion SLC transporters,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,6556,1
R-HSA-449836,Other interleukin signaling,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,6616,1
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,51703,1
R-HSA-9748787,Azathioprine ADME,1/103,24/11091,0.200811475023021,0.655236100370169,0.650798835582109,4831,1
R-HSA-1474290,Collagen formation,2/103,90/11091,0.203593581658038,0.655236100370169,0.650798835582109,81578/1280,2
R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,1/103,25/11091,0.208249481535411,0.655236100370169,0.650798835582109,8881,1
R-HSA-2029485,Role of phospholipids in phagocytosis,1/103,25/11091,0.208249481535411,0.655236100370169,0.650798835582109,2214,1
R-HSA-400685,Sema4D in semaphorin signaling,1/103,25/11091,0.208249481535411,0.655236100370169,0.650798835582109,388,1
R-HSA-174411,Polymerase switching on the C-strand of the telomere,1/103,26/11091,0.215618928797462,0.655236100370169,0.650798835582109,26277,1
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,1/103,26/11091,0.215618928797462,0.655236100370169,0.650798835582109,8702,1
R-HSA-189445,Metabolism of porphyrins,1/103,27/11091,0.222920442609831,0.655236100370169,0.650798835582109,1244,1
R-HSA-211976,Endogenous sterols,1/103,27/11091,0.222920442609831,0.655236100370169,0.650798835582109,285440,1
R-HSA-3000170,Syndecan interactions,1/103,27/11091,0.222920442609831,0.655236100370169,0.650798835582109,87,1
R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,1/103,27/11091,0.222920442609831,0.655236100370169,0.650798835582109,2975,1
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,1/103,28/11091,0.230154643116988,0.655236100370169,0.650798835582109,23007,1
R-HSA-2022854,Keratan sulfate biosynthesis,1/103,28/11091,0.230154643116988,0.655236100370169,0.650798835582109,8702,1
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,1/103,28/11091,0.230154643116988,0.655236100370169,0.650798835582109,2975,1
R-HSA-1296041,Activation of G protein gated Potassium channels,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,3759,1
R-HSA-1296059,G protein gated Potassium channels,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,3759,1
R-HSA-1614635,Sulfur amino acid metabolism,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,4143,1
R-HSA-5205647,Mitophagy,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,10452,1
R-HSA-9753281,Paracetamol ADME,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,1244,1
R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,1/103,29/11091,0.237322144857832,0.655236100370169,0.650798835582109,3759,1
R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,8451,1
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,7050,1
R-HSA-4090294,SUMOylation of intracellular receptors,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,10062,1
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,4831,1
R-HSA-8874081,MET activates PTK2 signaling,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,1280,1
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,63976,1
R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,1/103,30/11091,0.244423556815854,0.655236100370169,0.650798835582109,63976,1
R-HSA-1296071,Potassium Channels,2/103,103/11091,0.248087442553088,0.655236100370169,0.650798835582109,3759/3779,2
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,1/103,31/11091,0.251459482468866,0.655236100370169,0.650798835582109,92737,1
R-HSA-399719,Trafficking of AMPA receptors,1/103,31/11091,0.251459482468866,0.655236100370169,0.650798835582109,2892,1
